Filename,NP_1protein_02XG_phi025_pH3_Time0_REP1
Instrument name,5333-0043
Operator,Harrison
rundate,1/19/2023
Sample name,NP_1protein_02XG_phi025_pH3_Time0_REP1
Geometry name,40mm parallel plate, Peltier plate Steel  - 104209
Procedure name,Sample
,Creep-recovery
proceduresegments,Creep-recovery
[step]
Creep - 1
Torque,Displacement,Step time,Temperature,Axial force,Gap,Compliance,Strain,Stress
µN.m,rad,s,°C,N,µm,1/MPa,%,MPa
1.25664,4.13703e-4,3.39971,25.01,0.0893326,600.160,137864,1.37864,1.00000e-7
1.25664,4.16607e-4,3.46525,25.02,0.0888405,600.180,138827,1.38827,1.00000e-7
1.25664,4.19282e-4,3.53078,25.02,0.0886688,600.180,139719,1.39719,1.00000e-7
1.25664,4.22004e-4,3.59632,25.02,0.0951576,600.180,140626,1.40626,1.00000e-7
1.25664,4.24844e-4,3.66186,25.02,0.0900574,600.180,141572,1.41572,1.00000e-7
1.25664,4.27758e-4,3.72739,25.02,0.0947762,600.180,142543,1.42543,1.00000e-7
1.25664,4.30327e-4,3.79293,25.02,0.0928574,600.180,143400,1.43400,1.00000e-7
1.25664,4.32803e-4,3.85846,25.00,0.0917511,600.180,144224,1.44224,1.00000e-7
1.25664,4.35607e-4,3.92400,25.00,0.0913811,600.168,145162,1.45162,1.00000e-7
1.25664,4.37979e-4,3.98954,25.00,0.0980072,600.168,145952,1.45952,1.00000e-7
1.25664,4.40785e-4,4.05507,25.00,0.0953598,600.168,146887,1.46887,1.00000e-7
1.25664,4.43217e-4,4.12061,25.00,0.0930290,600.168,147698,1.47698,1.00000e-7
1.25664,4.45769e-4,4.18614,25.00,0.100700,600.168,148548,1.48548,1.00000e-7
1.25664,4.48132e-4,4.25168,25.00,0.0938873,600.168,149336,1.49336,1.00000e-7
1.25664,4.50601e-4,4.31722,25.00,0.0989037,600.129,150168,1.50168,1.00000e-7
1.25664,4.52787e-4,4.38275,25.00,0.100552,600.129,150897,1.50897,1.00000e-7
1.25664,4.55199e-4,4.44829,25.00,0.100266,600.129,151700,1.51700,1.00000e-7
1.25664,4.57426e-4,4.51382,25.00,0.103680,600.121,152445,1.52445,1.00000e-7
1.25664,4.59560e-4,4.57936,25.00,0.106316,600.121,153156,1.53156,1.00000e-7
1.25664,4.61883e-4,4.64490,25.00,0.103428,600.121,153930,1.53930,1.00000e-7
1.25664,4.64196e-4,4.71043,25.01,0.110241,600.059,154717,1.54717,1.00000e-7
1.25664,4.66236e-4,4.77597,25.01,0.110100,600.059,155397,1.55397,1.00000e-7
1.25664,4.68192e-4,4.84150,25.01,0.110966,600.059,156049,1.56049,1.00000e-7
1.25664,4.70263e-4,4.90704,25.01,0.106461,600.000,156754,1.56754,1.00000e-7
1.25664,4.72580e-4,4.97258,25.01,0.110844,600.000,157527,1.57527,1.00000e-7
1.25664,4.74644e-4,5.03811,25.01,0.110928,600.000,158215,1.58215,1.00000e-7
1.25664,4.76772e-4,5.10365,25.01,0.115623,599.941,158939,1.58939,1.00000e-7
1.25664,4.79091e-4,5.16918,25.01,0.109966,599.941,159713,1.59713,1.00000e-7
1.25664,4.82502e-4,5.26749,25.01,0.115471,599.898,160861,1.60861,1.00000e-7
1.25664,4.86815e-4,5.39856,25.01,0.113056,599.898,162299,1.62299,1.00000e-7
1.25664,4.91194e-4,5.52963,25.01,0.108082,599.879,163764,1.63764,1.00000e-7
1.25664,4.95784e-4,5.66070,25.01,0.112514,599.879,165295,1.65295,1.00000e-7
1.25664,5.00207e-4,5.79178,25.01,0.104481,599.879,166769,1.66769,1.00000e-7
1.25664,5.04672e-4,5.92285,25.01,0.104427,599.879,168258,1.68258,1.00000e-7
1.25664,5.08807e-4,6.05392,25.01,0.110634,599.879,169637,1.69637,1.00000e-7
1.25664,5.13375e-4,6.18499,25.01,0.107430,599.879,171159,1.71159,1.00000e-7
1.25664,5.17510e-4,6.31606,25.01,0.105850,599.879,172538,1.72538,1.00000e-7
1.25664,5.21742e-4,6.44714,25.01,0.101711,599.902,173942,1.73942,1.00000e-7
1.25664,5.26030e-4,6.57821,25.01,0.0988007,599.902,175372,1.75372,1.00000e-7
1.25664,5.30491e-4,6.70928,25.01,0.0953751,599.941,176847,1.76847,1.00000e-7
1.25664,5.34845e-4,6.84035,25.01,0.0950584,600.000,178282,1.78282,1.00000e-7
1.25664,5.39414e-4,6.97142,25.01,0.0871277,600.000,179805,1.79805,1.00000e-7
1.25664,5.44086e-4,7.10250,25.01,0.0899887,600.059,181344,1.81344,1.00000e-7
1.25664,5.48372e-4,7.23357,25.01,0.0858002,600.059,182773,1.82773,1.00000e-7
1.25664,5.52763e-4,7.36464,25.01,0.0862465,600.121,184217,1.84217,1.00000e-7
1.25664,5.56671e-4,7.49571,25.01,0.0883713,600.184,185500,1.85500,1.00000e-7
1.25664,5.60592e-4,7.62678,25.01,0.0858688,600.184,186807,1.86807,1.00000e-7
1.25664,5.64360e-4,7.75786,25.01,0.0903702,600.223,188050,1.88050,1.00000e-7
1.25664,5.68380e-4,7.88893,25.01,0.0879898,600.223,189390,1.89390,1.00000e-7
1.25664,5.71995e-4,8.02000,25.01,0.0936508,600.223,190594,1.90594,1.00000e-7
1.25664,5.75658e-4,8.15107,25.01,0.0983238,600.184,191827,1.91827,1.00000e-7
1.25664,5.79175e-4,8.28214,25.01,0.0891533,600.164,193006,1.93006,1.00000e-7
1.25664,5.82897e-4,8.41322,25.01,0.0951500,600.164,194246,1.94246,1.00000e-7
1.25664,5.86212e-4,8.54429,25.01,0.0983582,600.121,195365,1.95365,1.00000e-7
1.25664,5.89072e-4,8.67536,25.01,0.103542,600.082,196331,1.96331,1.00000e-7
1.25664,5.92209e-4,8.80643,25.01,0.111568,600.082,197376,1.97376,1.00000e-7
1.25664,5.95188e-4,8.93750,25.01,0.109901,600.020,198390,1.98390,1.00000e-7
1.25664,5.98199e-4,9.06858,25.01,0.111305,599.938,199420,1.99420,1.00000e-7
1.25664,6.01151e-4,9.19965,25.01,0.115654,599.938,200405,2.00405,1.00000e-7
1.25664,6.04056e-4,9.33072,25.01,0.112766,599.898,201386,2.01386,1.00000e-7
1.25664,6.07158e-4,9.46179,25.01,0.113934,599.840,202440,2.02440,1.00000e-7
1.25664,6.10755e-4,9.59286,25.01,0.112316,599.840,203639,2.03639,1.00000e-7
1.25664,6.14171e-4,9.72394,25.01,0.105350,599.840,204778,2.04778,1.00000e-7
1.25664,6.17662e-4,9.85501,25.01,0.109379,599.840,205942,2.05942,1.00000e-7
1.25664,6.20987e-4,9.98608,25.01,0.109333,599.840,207051,2.07051,1.00000e-7
1.25664,6.24399e-4,10.1172,25.01,0.105835,599.840,208189,2.08189,1.00000e-7
1.25664,6.27935e-4,10.2482,25.01,0.105656,599.840,209367,2.09367,1.00000e-7
1.25664,6.31301e-4,10.3793,25.01,0.0979958,599.879,210476,2.10476,1.00000e-7
1.25664,6.36739e-4,10.5759,25.01,0.0953026,599.898,212282,2.12282,1.00000e-7
1.25664,6.44202e-4,10.8380,25.01,0.0866508,600.059,214713,2.14713,1.00000e-7
1.25664,6.51561e-4,11.1002,25.01,0.0817986,600.121,217143,2.17143,1.00000e-7
1.25664,6.58593e-4,11.3623,25.01,0.0821342,600.223,219450,2.19450,1.00000e-7
1.25664,6.65202e-4,11.6245,25.01,0.0855026,600.262,221637,2.21637,1.00000e-7
1.25664,6.71612e-4,11.8866,25.01,0.0887985,600.242,223780,2.23780,1.00000e-7
1.25664,6.77417e-4,12.1488,25.01,0.0932846,600.223,225722,2.25722,1.00000e-7
1.25664,6.82592e-4,12.4109,25.01,0.105106,600.055,227510,2.27510,1.00000e-7
1.25664,6.87072e-4,12.6731,25.02,0.114601,599.992,229027,2.29027,1.00000e-7
1.25664,6.91597e-4,12.9352,25.02,0.115715,599.875,230580,2.30580,1.00000e-7
1.25664,6.97076e-4,13.1973,25.01,0.112896,599.797,232437,2.32437,1.00000e-7
1.25664,7.02929e-4,13.4595,25.01,0.108952,599.777,234397,2.34397,1.00000e-7
1.25664,7.09093e-4,13.7216,25.01,0.107937,599.797,236445,2.36445,1.00000e-7
1.25664,7.15510e-4,13.9838,25.02,0.0954323,599.836,238569,2.38569,1.00000e-7
1.25664,7.22552e-4,14.2459,25.01,0.0805321,600.039,240835,2.40835,1.00000e-7
1.25664,7.29605e-4,14.5081,25.01,0.0743179,600.219,243113,2.43113,1.00000e-7
1.25664,7.36092e-4,14.7702,25.01,0.0807800,600.340,245225,2.45225,1.00000e-7
1.25664,7.41886e-4,15.0324,25.01,0.0846443,600.340,247155,2.47155,1.00000e-7
1.25664,7.47244e-4,15.2945,25.01,0.0919228,600.301,248957,2.48957,1.00000e-7
1.25664,7.51706e-4,15.5566,25.01,0.106415,600.215,250479,2.50479,1.00000e-7
1.25664,7.55033e-4,15.8188,25.01,0.126076,599.836,251747,2.51747,1.00000e-7
1.25664,7.58162e-4,16.0809,25.01,0.120884,599.680,252856,2.52856,1.00000e-7
1.25664,7.63300e-4,16.3431,25.00,0.114304,599.660,254577,2.54577,1.00000e-7
1.25664,7.68959e-4,16.6052,25.01,0.106678,599.680,256456,2.56456,1.00000e-7
1.25664,7.75316e-4,16.8674,25.01,0.0948830,599.777,258535,2.58535,1.00000e-7
1.25664,7.82845e-4,17.1295,25.01,0.0680389,600.000,260948,2.60948,1.00000e-7
1.25664,7.89892e-4,17.3916,25.00,0.0683022,600.383,263129,2.63129,1.00000e-7
1.25664,7.95685e-4,17.6538,25.00,0.0750237,600.441,265033,2.65033,1.00000e-7
1.25664,8.00709e-4,17.9159,25.00,0.0883217,600.375,266736,2.66736,1.00000e-7
1.25664,8.04716e-4,18.1781,25.01,0.107224,600.254,268125,2.68125,1.00000e-7
1.25664,8.07096e-4,18.4402,25.01,0.121914,599.711,269162,2.69162,1.00000e-7
1.25664,8.09619e-4,18.7024,25.01,0.116123,599.613,270047,2.70047,1.00000e-7
1.25664,8.14833e-4,18.9645,25.01,0.116051,599.609,271788,2.71788,1.00000e-7
1.25664,8.20449e-4,19.2267,25.01,0.103798,599.656,273640,2.73640,1.00000e-7
1.25664,8.27500e-4,19.4888,25.01,0.0764313,599.914,275873,2.75873,1.00000e-7
1.25664,8.35030e-4,19.7509,25.01,0.0538750,600.355,278179,2.78179,1.00000e-7
1.25664,8.40882e-4,20.0131,25.01,0.0746651,600.453,280083,2.80083,1.00000e-7
1.25664,8.46043e-4,20.2752,25.01,0.0842361,600.434,281811,2.81811,1.00000e-7
1.25664,8.50139e-4,20.5374,25.01,0.101025,600.352,283214,2.83214,1.00000e-7
1.25664,8.52598e-4,20.7995,25.01,0.127323,600.113,284146,2.84146,1.00000e-7
1.25664,8.56088e-4,21.1927,25.01,0.112507,599.609,285549,2.85549,1.00000e-7
1.25664,8.67066e-4,21.7170,25.01,0.0751762,599.688,289173,2.89172,1.00000e-7
1.25664,8.80754e-4,22.2413,25.01,0.0728874,600.449,293365,2.93365,1.00000e-7
1.25664,8.90643e-4,22.7656,25.01,0.0944595,600.336,296715,2.96715,1.00000e-7
1.25664,8.95585e-4,23.2899,25.00,0.122627,599.715,298670,2.98670,1.00000e-7
1.25664,9.02126e-4,23.8142,25.00,0.103260,599.613,300903,3.00903,1.00000e-7
1.25664,9.14042e-4,24.3385,25.01,0.0608559,600.371,304493,3.04492,1.00000e-7
1.25664,9.26094e-4,24.8628,25.01,0.0747185,600.430,308477,3.08477,1.00000e-7
1.25664,9.34017e-4,25.3870,25.01,0.113716,600.148,311262,3.11262,1.00000e-7
1.25664,9.37605e-4,25.9113,25.01,0.114220,599.645,312720,3.12720,1.00000e-7
1.25664,9.45629e-4,26.4356,25.00,0.100853,599.691,315372,3.15372,1.00000e-7
1.25664,9.57770e-4,26.9599,24.99,0.0615730,600.434,319026,3.19026,1.00000e-7
1.25664,9.68104e-4,27.4842,24.99,0.0839386,600.434,322468,3.22468,1.00000e-7
1.25664,9.74767e-4,28.0085,25.01,0.116390,600.008,324918,3.24918,1.00000e-7
1.25664,9.77861e-4,28.5328,25.00,0.113354,599.652,326143,3.26143,1.00000e-7
1.25664,9.86435e-4,29.0571,25.00,0.0842896,599.715,328968,3.28968,1.00000e-7
1.25664,9.98409e-4,29.5813,25.00,0.0669975,600.438,332561,3.32561,1.00000e-7
1.25664,1.00787e-3,30.1056,25.00,0.0787926,600.414,335724,3.35724,1.00000e-7
1.25664,1.01350e-3,30.6299,25.00,0.126583,599.879,337903,3.37903,1.00000e-7
1.25664,1.01670e-3,31.1542,25.00,0.113159,599.617,339117,3.39117,1.00000e-7
1.25664,1.02554e-3,31.6785,25.00,0.0863228,599.781,341973,3.41973,1.00000e-7
1.25664,1.03719e-3,32.2028,25.01,0.0711823,600.434,345479,3.45479,1.00000e-7
1.25664,1.04574e-3,32.7271,25.00,0.0908813,600.418,348339,3.48339,1.00000e-7
1.25664,1.05066e-3,33.2514,25.00,0.123184,599.777,350348,3.50348,1.00000e-7
1.25664,1.05374e-3,33.7756,25.00,0.108566,599.621,351469,3.51469,1.00000e-7
1.25664,1.06222e-3,34.2999,25.00,0.0798073,599.781,354201,3.54201,1.00000e-7
1.25664,1.07348e-3,34.8242,25.00,0.0637283,600.422,357574,3.57574,1.00000e-7
1.25664,1.08151e-3,35.3485,25.00,0.0846329,600.383,360273,3.60273,1.00000e-7
1.25664,1.08634e-3,35.8728,25.00,0.121502,599.844,362207,3.62207,1.00000e-7
1.25664,1.08909e-3,36.3971,25.01,0.111828,599.621,363260,3.63260,1.00000e-7
1.25664,1.09728e-3,36.9214,25.00,0.0771942,599.766,365904,3.65904,1.00000e-7
1.25664,1.10834e-3,37.4457,25.00,0.0679016,600.469,369159,3.69159,1.00000e-7
1.25664,1.11613e-3,37.9700,25.00,0.0888062,600.426,371778,3.71778,1.00000e-7
1.25664,1.11936e-3,38.4942,25.00,0.123459,599.688,373315,3.73315,1.00000e-7
1.25664,1.12291e-3,39.0185,25.00,0.104725,599.629,374534,3.74534,1.00000e-7
1.25664,1.13241e-3,39.5428,25.01,0.0619202,599.926,377517,3.77517,1.00000e-7
1.25664,1.14265e-3,40.0671,25.01,0.0686493,600.465,380590,3.80590,1.00000e-7
1.25664,1.14904e-3,40.5914,25.01,0.105019,600.305,382820,3.82820,1.00000e-7
1.25664,1.15049e-3,41.1157,25.01,0.109295,599.625,383737,3.83737,1.00000e-7
1.25664,1.15637e-3,41.6400,25.00,0.100891,599.684,385661,3.85661,1.00000e-7
1.25664,1.17090e-3,42.4264,25.00,0.0785065,600.449,390006,3.90006,1.00000e-7
1.25664,1.18095e-3,43.4750,25.00,0.112076,599.629,393894,3.93894,1.00000e-7
1.25664,1.19367e-3,44.5236,25.00,0.0621948,600.445,397594,3.97594,1.00000e-7
1.25664,1.20819e-3,45.5721,24.99,0.124001,600.016,402721,4.02721,1.00000e-7
1.25664,1.21547e-3,46.6207,25.00,0.0700874,599.914,405214,4.05214,1.00000e-7
1.25664,1.23287e-3,47.6693,24.99,0.0928307,600.359,410710,4.10710,1.00000e-7
1.25664,1.23949e-3,48.7179,25.00,0.102806,599.598,413441,4.13441,1.00000e-7
1.25664,1.25480e-3,49.7664,25.00,0.0708618,600.477,417934,4.17934,1.00000e-7
1.25664,1.26428e-3,50.8150,25.00,0.111328,599.582,421719,4.21719,1.00000e-7
1.25664,1.27573e-3,51.8636,25.01,0.0596695,600.516,424879,4.24878,1.00000e-7
1.25664,1.28866e-3,52.9122,25.00,0.119690,599.645,429807,4.29807,1.00000e-7
1.25664,1.29611e-3,53.9607,25.01,0.0586662,599.926,432090,4.32090,1.00000e-7
1.25664,1.31190e-3,55.0093,25.01,0.105267,600.309,437075,4.37075,1.00000e-7
1.25664,1.31711e-3,56.0579,25.01,0.0970688,599.707,439251,4.39251,1.00000e-7
1.25664,1.33251e-3,57.1065,25.01,0.0744591,600.469,443823,4.43823,1.00000e-7
1.25664,1.34011e-3,58.1550,25.01,0.104748,599.613,446992,4.46991,1.00000e-7
1.25664,1.35115e-3,59.2036,25.00,0.0580330,600.477,450025,4.50025,1.00000e-7
1.25664,1.36268e-3,60.2522,25.00,0.114380,599.762,454408,4.54408,1.00000e-7
1.25664,1.36953e-3,61.3008,25.00,0.0524559,600.203,456356,4.56356,1.00000e-7
1.25664,1.38443e-3,62.3493,25.00,0.105862,600.168,461346,4.61346,1.00000e-7
1.25664,1.38898e-3,63.3979,25.01,0.0875969,599.664,463254,4.63254,1.00000e-7
1.25664,1.40391e-3,64.4465,25.00,0.0747185,600.488,467588,4.67588,1.00000e-7
1.25664,1.41063e-3,65.4951,25.00,0.106300,599.605,470519,4.70519,1.00000e-7
1.25664,1.42100e-3,66.5436,25.00,0.0599709,600.488,473283,4.73283,1.00000e-7
1.25664,1.43209e-3,67.5922,25.00,0.120327,599.668,477627,4.77627,1.00000e-7
1.25664,1.43787e-3,68.6408,25.01,0.0595970,599.945,479333,4.79333,1.00000e-7
1.25664,1.45214e-3,69.6894,25.01,0.101151,600.309,483798,4.83798,1.00000e-7
1.25664,1.45531e-3,70.7380,24.99,0.0987511,599.711,485337,4.85337,1.00000e-7
1.25664,1.46886e-3,71.7865,25.00,0.0707512,600.469,489237,4.89237,1.00000e-7
1.25664,1.47556e-3,72.8351,25.01,0.110481,599.602,492179,4.92179,1.00000e-7
1.25664,1.48428e-3,73.8837,25.01,0.0595894,600.422,494412,4.94412,1.00000e-7
1.25664,1.49612e-3,74.9323,25.00,0.123295,600.066,498651,4.98651,1.00000e-7
1.25664,1.49976e-3,75.9808,25.00,0.0723991,599.930,499978,4.99978,1.00000e-7
1.25664,1.51385e-3,77.0294,25.00,0.0908890,600.332,504339,5.04339,1.00000e-7
1.25664,1.51758e-3,78.0780,25.00,0.102886,599.637,506167,5.06167,1.00000e-7
1.25664,1.52932e-3,79.1266,25.00,0.0623894,600.492,509355,5.09355,1.00000e-7
1.25664,1.53658e-3,80.1751,25.00,0.112434,599.633,512508,5.12508,1.00000e-7
1.25664,1.54345e-3,81.2237,25.00,0.0549545,600.477,514076,5.14076,1.00000e-7
1.25664,1.55542e-3,82.2723,25.00,0.118328,599.992,518479,5.18479,1.00000e-7
1.25664,1.55832e-3,83.3209,25.00,0.0750961,599.758,519650,5.19650,1.00000e-7
1.25664,1.57337e-3,84.8937,25.00,0.101452,599.641,524769,5.24769,1.00000e-7
1.25664,1.58999e-3,86.9909,25.00,0.111370,599.641,530315,5.30315,1.00000e-7
1.25664,1.60533e-3,89.0880,25.00,0.0998039,600.289,534852,5.34852,1.00000e-7
1.25664,1.61986e-3,91.1852,25.00,0.0688782,600.426,539570,5.39570,1.00000e-7
1.25664,1.63477e-3,93.2823,24.99,0.0622101,600.410,544550,5.44550,1.00000e-7
1.25664,1.64984e-3,95.3795,25.00,0.0767212,599.848,550088,5.50088,1.00000e-7
1.25664,1.66522e-3,97.4766,25.00,0.108643,599.613,555430,5.55430,1.00000e-7
1.25664,1.68002e-3,99.5738,25.00,0.117630,599.613,560367,5.60367,1.00000e-7
1.25664,1.69374e-3,101.671,24.99,0.107948,600.156,564434,5.64434,1.00000e-7
1.25664,1.70690e-3,103.768,25.00,0.0763245,600.453,568539,5.68538,1.00000e-7
1.25664,1.72046e-3,105.865,25.00,0.0607948,600.512,572999,5.72999,1.00000e-7
1.25664,1.73442e-3,107.962,25.00,0.0464439,599.914,578222,5.78222,1.00000e-7
1.25664,1.74840e-3,110.060,25.00,0.0918541,599.691,583098,5.83098,1.00000e-7
1.25664,1.76238e-3,112.157,25.00,0.105301,599.617,587836,5.87836,1.00000e-7
1.25664,1.77563e-3,114.254,25.01,0.115067,599.656,592217,5.92217,1.00000e-7
1.25664,1.78765e-3,116.351,25.00,0.0928955,600.316,595571,5.95571,1.00000e-7
1.25664,1.79968e-3,118.448,25.00,0.0649109,600.461,599434,5.99434,1.00000e-7
1.25664,1.81206e-3,120.545,25.00,0.0551720,600.449,603569,6.03569,1.00000e-7
1.25664,1.82478e-3,122.642,25.00,0.0790825,599.711,608552,6.08552,1.00000e-7
1.25664,1.83803e-3,124.740,25.00,0.104279,599.621,613063,6.13062,1.00000e-7
1.25664,1.85020e-3,126.837,25.00,0.118931,599.727,617014,6.17014,1.00000e-7
1.25664,1.86135e-3,128.934,24.99,0.0995255,600.234,620207,6.20207,1.00000e-7
1.25664,1.87239e-3,131.031,24.99,0.0689926,600.473,623638,6.23638,1.00000e-7
1.25664,1.88414e-3,133.128,24.99,0.0529938,600.156,627882,6.27882,1.00000e-7
1.25664,1.89605e-3,135.225,24.99,0.0858955,599.730,632302,6.32302,1.00000e-7
1.25664,1.90835e-3,137.323,25.00,0.108162,599.609,636530,6.36530,1.00000e-7
1.25664,1.91990e-3,139.420,25.00,0.116619,599.727,640258,6.40258,1.00000e-7
1.25664,1.92978e-3,141.517,25.01,0.0814018,600.383,642852,6.42852,1.00000e-7
1.25664,1.94032e-3,143.614,25.00,0.0588379,600.473,646264,6.46264,1.00000e-7
1.25664,1.95139e-3,145.711,25.00,0.0608902,599.887,650585,6.50585,1.00000e-7
1.25664,1.96308e-3,147.808,25.01,0.102173,599.625,654769,6.54769,1.00000e-7
1.25664,1.97464e-3,149.905,25.00,0.117409,599.668,658576,6.58576,1.00000e-7
1.25664,1.98442e-3,152.003,25.00,0.0885887,600.348,661090,6.61090,1.00000e-7
1.25664,1.99364e-3,154.100,25.00,0.0610886,600.449,664049,6.64049,1.00000e-7
1.25664,2.00392e-3,156.197,25.00,0.0555305,599.891,668096,6.68095,1.00000e-7
1.25664,2.01477e-3,158.294,25.00,0.0969238,599.648,671984,6.71984,1.00000e-7
1.25664,2.02530e-3,160.391,25.00,0.109585,599.566,675589,6.75589,1.00000e-7
1.25664,2.03474e-3,162.488,24.99,0.117970,600.164,678063,6.78063,1.00000e-7
1.25664,2.04347e-3,164.586,25.00,0.0791283,600.402,680702,6.80702,1.00000e-7
1.25664,2.05308e-3,166.683,25.00,0.0593109,600.523,683764,6.83764,1.00000e-7
1.25664,2.06763e-3,169.828,25.01,0.0838966,599.660,689599,6.89599,1.00000e-7
1.25664,2.08731e-3,174.023,24.99,0.114658,599.652,696174,6.96174,1.00000e-7

[step]
Recovery - 2
Torque,Displacement,Step time,Temperature,Axial force,Gap,Strain,Stress,Recoverable compliance
µN.m,rad,s,°C,N,µm,%,MPa,1/MPa
0.00000,2.11746e-3,0.00000,25.00,0.0635910,600.492,7.05240,0.00000,0.00000
0.00000,2.11742e-3,5.44000e-4,25.00,0.0645866,600.492,7.05228,0.00000,12.5170
0.00000,2.11738e-3,1.56800e-3,25.00,0.0644073,600.492,7.05216,0.00000,24.1399
0.00000,2.11734e-3,2.59200e-3,25.00,0.0655785,600.492,7.05200,0.00000,40.0841
0.00000,2.11725e-3,3.61600e-3,25.00,0.0640450,600.492,7.05173,0.00000,67.8748
0.00000,2.11715e-3,4.64000e-3,25.00,0.0634880,600.492,7.05138,0.00000,102.893
0.00000,2.11702e-3,5.66400e-3,25.00,0.0633125,600.492,7.05094,0.00000,146.776
0.00000,2.11681e-3,6.68800e-3,25.00,0.0626907,600.492,7.05026,0.00000,213.981
0.00000,2.11655e-3,7.71200e-3,25.00,0.0618362,600.492,7.04939,0.00000,301.078
0.00000,2.11625e-3,8.73600e-3,25.00,0.0617409,600.492,7.04838,0.00000,402.480
0.00000,2.11585e-3,9.76000e-3,25.00,0.0631447,600.492,7.04706,0.00000,534.728
0.00000,2.11544e-3,0.0107840,25.00,0.0622482,600.492,7.04568,0.00000,672.042
0.00000,2.11499e-3,0.0118080,25.00,0.0596657,600.492,7.04419,0.00000,820.980
0.00000,2.11455e-3,0.0128320,25.00,0.0597992,600.492,7.04272,0.00000,968.129
0.00000,2.11409e-3,0.0138560,25.00,0.0612640,600.492,7.04118,0.00000,1122.36
0.00000,2.11357e-3,0.0148800,25.00,0.0606308,600.492,7.03946,0.00000,1294.76
0.00000,2.11294e-3,0.0159040,25.00,0.0608444,600.492,7.03736,0.00000,1504.72
0.00000,2.11221e-3,0.0169280,25.00,0.0604019,600.492,7.03494,0.00000,1746.71
0.00000,2.11145e-3,0.0179520,25.00,0.0598831,600.492,7.03240,0.00000,2000.48
0.00000,2.11063e-3,0.0189760,25.00,0.0604820,600.492,7.02967,0.00000,2273.62
0.00000,2.10978e-3,0.0200000,25.00,0.0608978,600.492,7.02682,0.00000,2558.01
0.00000,2.10892e-3,0.0210240,25.00,0.0602264,600.492,7.02396,0.00000,2844.93
0.00000,2.10801e-3,0.0220480,25.00,0.0594254,600.473,7.02119,0.00000,3121.94
0.00000,2.10706e-3,0.0230720,25.00,0.0611801,600.473,7.01799,0.00000,3441.57
0.00000,2.10606e-3,0.0240960,25.00,0.0607643,600.473,7.01467,0.00000,3773.42
0.00000,2.10504e-3,0.0251200,25.00,0.0601273,600.473,7.01126,0.00000,4114.36
0.00000,2.10401e-3,0.0261440,25.00,0.0613556,600.473,7.00783,0.00000,4457.38
0.00000,2.10289e-3,0.0271680,25.00,0.0631218,600.473,7.00413,0.00000,4827.23
0.00000,2.10175e-3,0.0281920,25.00,0.0630188,600.473,7.00032,0.00000,5208.03
0.00000,2.10051e-3,0.0292160,25.00,0.0631485,600.473,6.99619,0.00000,5621.17
0.00000,2.09932e-3,0.0302400,25.00,0.0633583,600.473,6.99224,0.00000,6016.64
0.00000,2.09811e-3,0.0312640,25.00,0.0649719,600.473,6.98819,0.00000,6421.21
0.00000,2.09694e-3,0.0322880,25.00,0.0656395,600.473,6.98430,0.00000,6810.28
0.00000,2.09569e-3,0.0333120,25.00,0.0653496,600.473,6.98015,0.00000,7225.57
0.00000,2.09441e-3,0.0343360,25.00,0.0659866,600.473,6.97585,0.00000,7655.02
0.00000,2.09299e-3,0.0353600,25.00,0.0644035,600.473,6.97114,0.00000,8126.42
0.00000,2.09156e-3,0.0363840,25.00,0.0645561,600.473,6.96639,0.00000,8601.02
0.00000,2.09013e-3,0.0374080,25.00,0.0675011,600.473,6.96160,0.00000,9080.10
0.00000,2.08867e-3,0.0384320,25.00,0.0656128,600.473,6.95676,0.00000,9564.31
0.00000,2.08720e-3,0.0394560,25.00,0.0637207,600.473,6.95186,0.00000,10054.6
0.00000,2.08572e-3,0.0404800,25.00,0.0654640,600.473,6.94691,0.00000,10549.3
0.00000,2.08346e-3,0.0420160,25.00,0.0628777,600.473,6.93940,0.00000,11300.5
0.00000,2.08038e-3,0.0440640,25.00,0.0632515,600.473,6.92913,0.00000,12327.9
0.00000,2.07718e-3,0.0461120,25.00,0.0631218,600.473,6.91847,0.00000,13393.6
0.00000,2.07381e-3,0.0481600,25.00,0.0615463,600.473,6.90725,0.00000,14515.5
0.00000,2.07037e-3,0.0502080,25.00,0.0643501,600.473,6.89581,0.00000,15659.3
0.00000,2.06694e-3,0.0522560,25.00,0.0629120,600.473,6.88436,0.00000,16804.1
0.00000,2.06330e-3,0.0543040,25.00,0.0642242,600.473,6.87227,0.00000,18013.8
0.00000,2.05963e-3,0.0563520,25.00,0.0671616,600.473,6.86002,0.00000,19238.1
0.00000,2.05593e-3,0.0584000,25.00,0.0626183,600.473,6.84771,0.00000,20469.1
0.00000,2.05218e-3,0.0604480,25.00,0.0663719,600.473,6.83520,0.00000,21720.5
0.00000,2.04840e-3,0.0624960,25.00,0.0656166,600.473,6.82263,0.00000,22977.7
0.00000,2.04465e-3,0.0645440,25.00,0.0638275,600.473,6.81014,0.00000,24226.5
0.00000,2.04077e-3,0.0665920,25.00,0.0635147,600.473,6.79722,0.00000,25518.3
0.00000,2.03689e-3,0.0686400,25.00,0.0631447,600.473,6.78429,0.00000,26811.9
0.00000,2.03302e-3,0.0706880,25.00,0.0630913,600.473,6.77139,0.00000,28101.4
0.00000,2.02905e-3,0.0727360,25.00,0.0614929,600.473,6.75818,0.00000,29422.0
